"Income","Gender","Age","Ethnic","Health","HeatBreaks","MiceRats","CracksHoles","BrokenPlaster","WaterLeakage","MaintenanceDef"
35000,"Female",36,"Caucasian",1,5,"No","Yes","Yes","Yes",6
35000,"Female",36,"Caucasian",1,5,"No","Yes","Yes","Yes",6
16716,"Male",75,"Hispanic",4,1,"Yes","No","No","No",2
16716,"Male",75,"Hispanic",4,1,"Yes","No","No","No",2
70000,"Female",38,"Caucasian",2,1,"No","Yes","Yes","No",3
70000,"Female",38,"Caucasian",2,1,"No","Yes","Yes","No",3
320000,"Female",31,"Caucasian",1,1,"No","No","No","No",1
320000,"Female",31,"Caucasian",1,1,"No","No","No","No",1
63000,"Male",30,"Hispanic",1,1,"No","No","No","No",2
63000,"Male",30,"Hispanic",1,1,"No","No","No","No",2
50000,"Male",56,"Caucasian",2,1,"No","No","No","No",1
56000,"Male",28,"Asian",1,1,"Yes","No","No","No",3
33000,"Female",47,"Hispanic",1,1,"Yes","No","No","No",2
10000,"Male",43,"Asian",3,5,"Yes","No","No","No",4
10000,"Male",43,"Asian",3,5,"Yes","No","No","No",4
10000,"Male",43,"Asian",3,5,"Yes","No","No","No",4
200000,"Male",25,"Caucasian",1,2,"No","Yes","Yes","No",3
200000,"Male",25,"Caucasian",1,2,"No","Yes","Yes","No",3
18452,"Male",39,"Hispanic",3,1,"Yes","No","No","No",2
18452,"Male",39,"Hispanic",3,1,"Yes","No","No","No",2
100000,"Female",25,"Caucasian",1,1,"No","No","No","No",0
39000,"Male",25,"Caucasian",4,5,"No","No","Yes","No",4
85000,"Male",29,"Caucasian",1,1,"No","No","No","No",2
6500,"Female",69,"Hispanic",4,1,"Yes","Yes","No","Yes",4
35000,"Female",34,"Asian",2,1,"No","No","No","Yes",2
35000,"Female",34,"Asian",2,1,"No","No","No","Yes",2
40000,"Male",50,"Caucasian",3,5,"Yes","Yes","Yes","No",5
40000,"Male",50,"Caucasian",3,5,"Yes","Yes","Yes","No",5
30400,"Male",41,"Hispanic",3,2,"Yes","No","Yes","No",4
30400,"Male",41,"Hispanic",3,2,"Yes","No","Yes","No",4
46000,"Male",57,"Hispanic",4,1,"No","No","Yes","No",1
46000,"Male",57,"Hispanic",4,1,"No","No","Yes","No",1
46000,"Male",57,"Hispanic",4,1,"No","No","Yes","No",1
57000,"Female",26,"African-American",3,1,"No","No","No","Yes",2
57000,"Female",26,"African-American",3,1,"No","No","No","Yes",2
47156,"Male",62,"Caucasian",3,1,"No","No","No","No",1
33804,"Male",57,"Hispanic",3,2,"Yes","No","Yes","No",3
33804,"Male",57,"Hispanic",3,2,"Yes","No","Yes","No",3
533812,"Female",52,"Caucasian",2,1,"No","No","No","No",1
533812,"Female",52,"Caucasian",2,1,"No","No","No","No",1
533812,"Female",52,"Caucasian",2,1,"No","No","No","No",1
1083071,"Female",53,"Caucasian",1,1,"No","No","No","No",1
36800,"Female",42,"Hispanic",3,1,"No","No","No","No",0
36800,"Female",42,"Hispanic",3,1,"No","No","No","No",0
7860,"Male",70,"Hispanic",4,3,"Yes","No","Yes","Yes",5
170000,"Male",27,"Caucasian",1,1,"No","No","No","No",1
170000,"Male",27,"Caucasian",1,1,"No","No","No","No",1
162000,"Female",35,"Caucasian",1,1,"No","No","No","No",2
162000,"Female",35,"Caucasian",1,1,"No","No","No","No",2
162000,"Female",35,"Caucasian",1,1,"No","No","No","No",2
20000,"Male",20,"Caucasian",1,1,"No","No","No","No",1
20000,"Male",20,"Caucasian",1,1,"No","No","No","No",1
8148,"Male",79,"Asian",5,1,"Yes","Yes","Yes","Yes",5
80500,"Female",43,"Caucasian",3,3,"Yes","No","Yes","Yes",5
50000,"Female",32,"Caucasian",4,1,"No","No","No","Yes",4
50000,"Female",32,"Caucasian",4,1,"No","No","No","Yes",4
200000,"Male",47,"Caucasian",3,1,"No","No","No","No",1
50000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
50000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
45000,"Female",34,"Hispanic",3,5,"Yes","Yes","Yes","Yes",5
45000,"Female",34,"Hispanic",3,5,"Yes","Yes","Yes","Yes",5
6500,"Male",56,"Hispanic",5,1,"Yes","No","No","No",2
6500,"Male",56,"Hispanic",5,1,"Yes","No","No","No",2
6500,"Male",56,"Hispanic",5,1,"Yes","No","No","No",2
60000,"Male",32,"Caucasian",1,2,"No","No","No","No",3
29600,"Male",43,"Hispanic",4,1,"Yes","Yes","No","Yes",4
29600,"Male",43,"Hispanic",4,1,"Yes","Yes","No","Yes",4
22040,"Male",21,"Caucasian",2,1,"Yes","Yes","No","No",4
20000,"Male",60,"African-American",3,3,"No","No","No","Yes",3
74400,"Male",45,"Caucasian",1,1,"No","No","No","No",1
74400,"Male",45,"Caucasian",1,1,"No","No","No","No",1
61812,"Female",66,"Asian",4,1,"No","No","No","No",1
61812,"Female",66,"Asian",4,1,"No","No","No","No",1
61812,"Female",66,"Asian",4,1,"No","No","No","No",1
3700,"Female",65,"Asian",3,1,"No","No","No","No",2
82000,"Female",56,"Asian",3,1,"No","Yes","Yes","Yes",5
82000,"Female",56,"Asian",3,1,"No","Yes","Yes","Yes",5
82000,"Female",56,"Asian",3,1,"No","Yes","Yes","Yes",5
110000,"Female",30,"Asian",3,1,"No","No","No","No",1
110000,"Female",30,"Asian",3,1,"No","No","No","No",1
9999999,"Male",74,"Caucasian",2,1,"No","No","No","No",1
50400,"Male",46,"Asian",3,1,"No","No","No","No",1
50400,"Male",46,"Asian",3,1,"No","No","No","No",1
50400,"Male",46,"Asian",3,1,"No","No","No","No",1
50400,"Male",46,"Asian",3,1,"No","No","No","No",1
81000,"Male",32,"Hispanic",2,1,"No","No","No","No",1
81000,"Male",32,"Hispanic",2,1,"No","No","No","No",1
81000,"Male",32,"Hispanic",2,1,"No","No","No","No",1
36000,"Male",36,"Hispanic",2,2,"No","Yes","Yes","Yes",6
36000,"Male",36,"Hispanic",2,2,"No","Yes","Yes","Yes",6
8616,"Male",74,"Caucasian",3,1,"No","No","No","No",1
151000,"Male",33,"Hispanic",1,1,"No","No","No","No",1
60000,"Male",55,"Caucasian",1,1,"No","No","No","No",2
9962,"Male",70,"Hispanic",4,1,"Yes","Yes","Yes","Yes",4
9962,"Male",70,"Hispanic",4,1,"Yes","Yes","Yes","Yes",4
160000,"Female",37,"African-American",1,3,"Yes","Yes","Yes","Yes",7
160000,"Female",37,"African-American",1,3,"Yes","Yes","Yes","Yes",7
50000,"Male",36,"Caucasian",2,2,"Yes","No","No","No",4
43400,"Female",63,"Hispanic",2,1,"No","No","No","Yes",2
43400,"Female",63,"Hispanic",2,1,"No","No","No","Yes",2
140000,"Male",31,"Caucasian",1,1,"No","No","No","No",1
97000,"Male",54,"African-American",2,1,"No","No","No","No",1
97000,"Male",54,"African-American",2,1,"No","No","No","No",1
73000,"Female",66,"Hispanic",3,1,"Yes","No","No","No",2
73000,"Female",66,"Hispanic",3,1,"Yes","No","No","No",2
73000,"Female",66,"Hispanic",3,1,"Yes","No","No","No",2
62000,"Male",25,"Caucasian",1,1,"No","No","No","No",1
62000,"Male",25,"Caucasian",1,1,"No","No","No","No",1
17624,"Male",52,"Hispanic",5,1,"Yes","Yes","Yes","Yes",0
17624,"Male",52,"Hispanic",5,1,"Yes","Yes","Yes","Yes",0
13000,"Male",44,"Caucasian",2,2,"Yes","Yes","Yes","No",4
12000,"Male",20,"Asian",1,1,"No","No","No","Yes",2
12000,"Male",20,"Asian",1,1,"No","No","No","Yes",2
23000,"Female",40,"African-American",4,1,"Yes","No","Yes","No",2
23000,"Female",40,"African-American",4,1,"Yes","No","Yes","No",2
82000,"Male",39,"Caucasian",1,5,"No","No","Yes","No",5
82000,"Male",39,"Caucasian",1,5,"No","No","Yes","No",5
163356,"Male",61,"Caucasian",2,1,"No","No","No","No",2
6000,"Female",72,"Hispanic",5,1,"No","No","No","No",1
6000,"Female",72,"Hispanic",5,1,"No","No","No","No",1
100000,"Male",24,"Hispanic",1,2,"No","No","No","No",2
100000,"Male",24,"Hispanic",1,2,"No","No","No","No",2
9999999,"Male",69,"Caucasian",4,1,"Yes","No","Yes","No",2
9999999,"Male",69,"Caucasian",4,1,"Yes","No","Yes","No",2
60000,"Male",32,"Caucasian",1,4,"Yes","Yes","Yes","Yes",5
60000,"Male",32,"Caucasian",1,4,"Yes","Yes","Yes","Yes",5
225000,"Female",26,"Caucasian",2,1,"No","No","No","No",1
94280,"Male",38,"Caucasian",3,2,"Yes","Yes","Yes","Yes",7
94280,"Male",38,"Caucasian",3,2,"Yes","Yes","Yes","Yes",7
26000,"Male",52,"Hispanic",3,1,"Yes","No","No","No",2
26000,"Male",52,"Hispanic",3,1,"Yes","No","No","No",2
26000,"Male",52,"Hispanic",3,1,"Yes","No","No","No",2
20000,"Male",48,"Hispanic",4,1,"Yes","No","No","No",2
20000,"Male",48,"Hispanic",4,1,"Yes","No","No","No",2
20000,"Male",48,"Hispanic",4,1,"Yes","No","No","No",2
20000,"Male",48,"Hispanic",4,1,"Yes","No","No","No",2
340000,"Female",33,"Caucasian",1,1,"Yes","No","No","No",3
340000,"Female",33,"Caucasian",1,1,"Yes","No","No","No",3
9999999,"Male",55,"Hispanic",4,3,"Yes","Yes","Yes","No",4
100300,"Female",37,"Asian",1,1,"No","No","No","No",1
98500,"Male",39,"Caucasian",1,1,"No","No","No","No",1
98500,"Male",39,"Caucasian",1,1,"No","No","No","No",1
85000,"Male",45,"Caucasian",3,1,"No","No","No","No",2
183317,"Male",41,"Caucasian",1,1,"No","No","No","No",0
149000,"Male",29,"Asian",3,1,"No","No","No","No",2
149000,"Male",29,"Asian",3,1,"No","No","No","No",2
79000,"Female",46,"Caucasian",3,1,"No","No","No","No",1
79000,"Female",46,"Caucasian",3,1,"No","No","No","No",1
79000,"Female",46,"Caucasian",3,1,"No","No","No","No",1
45000,"Male",25,"Caucasian",1,1,"No","No","No","No",1
225000,"Female",58,"Caucasian",1,1,"No","No","No","No",1
225000,"Female",58,"Caucasian",1,1,"No","No","No","No",1
125000,"Male",51,"Caucasian",1,1,"No","No","No","No",1
80000,"Female",24,"Caucasian",2,5,"No","Yes","Yes","No",4
8992,"Male",54,"Hispanic",4,1,"No","No","No","No",2
15000,"Female",40,"Asian",2,1,"No","No","Yes","No",1
15000,"Female",40,"Asian",2,1,"No","No","Yes","No",1
76000,"Female",34,"Caucasian",1,1,"No","No","No","No",1
129000,"Male",69,"Caucasian",1,1,"No","No","Yes","No",2
44100,"Male",62,"African-American",2,1,"No","No","No","Yes",3
44100,"Male",62,"African-American",2,1,"No","No","No","Yes",3
64400,"Female",73,"Hispanic",5,1,"Yes","No","No","No",0
64400,"Female",73,"Hispanic",5,1,"Yes","No","No","No",0
64400,"Female",73,"Hispanic",5,1,"Yes","No","No","No",0
65070,"Male",24,"Caucasian",1,1,"No","No","No","Yes",2
65070,"Male",24,"Caucasian",1,1,"No","No","No","Yes",2
25000,"Female",57,"Hispanic",3,1,"Yes","Yes","No","Yes",5
38300,"Male",66,"Caucasian",3,1,"No","No","No","No",1
421990,"Male",54,"Caucasian",1,2,"No","Yes","Yes","Yes",6
421990,"Male",54,"Caucasian",1,2,"No","Yes","Yes","Yes",6
233000,"Male",34,"Caucasian",1,1,"No","No","No","No",1
233000,"Male",34,"Caucasian",1,1,"No","No","No","No",1
26000,"Male",29,"Hispanic",3,1,"No","No","No","Yes",2
26000,"Male",29,"Hispanic",3,1,"No","No","No","Yes",2
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
28430,"Male",61,"Hispanic",4,1,"Yes","Yes","Yes","No",4
50000,"Male",29,"Caucasian",1,1,"Yes","No","No","Yes",3
9999999,"Female",79,"Caucasian",4,1,"No","Yes","Yes","No",3
12796,"Female",76,"Caucasian",3,1,"No","No","No","No",1
35000,"Male",52,"Caucasian",3,1,"No","No","Yes","No",2
20776,"Male",37,"Hispanic",5,1,"No","No","No","No",1
20776,"Male",37,"Hispanic",5,1,"No","No","No","No",1
20776,"Male",37,"Hispanic",5,1,"No","No","No","No",1
30000,"Male",40,"Hispanic",3,1,"Yes","No","No","Yes",4
30000,"Male",40,"Hispanic",3,1,"Yes","No","No","Yes",4
30000,"Male",40,"Hispanic",3,1,"Yes","No","No","Yes",4
30000,"Male",40,"Hispanic",3,1,"Yes","No","No","Yes",4
16800,"Male",46,"Hispanic",4,1,"Yes","No","Yes","Yes",5
11476,"Male",31,"Hispanic",1,2,"No","Yes","No","No",3
155000,"Male",21,"Caucasian",1,1,"No","No","No","No",1
155000,"Male",21,"Caucasian",1,1,"No","No","No","No",1
144200,"Male",52,"Caucasian",3,1,"No","No","Yes","Yes",3
144200,"Male",52,"Caucasian",3,1,"No","No","Yes","Yes",3
144200,"Male",52,"Caucasian",3,1,"No","No","Yes","Yes",3
8448,"Male",61,"Hispanic",4,5,"Yes","No","No","Yes",4
150000,"Female",52,"Caucasian",1,1,"No","No","No","No",1
48000,"Female",35,"African-American",2,1,"Yes","No","No","No",2
48000,"Female",35,"African-American",2,1,"Yes","No","No","No",2
12500,"Female",82,"African-American",4,3,"No","No","Yes","Yes",4
9999999,"Female",53,"Hispanic",3,1,"No","No","No","Yes",3
185000,"Male",31,"Caucasian",1,1,"No","No","No","Yes",2
185000,"Male",31,"Caucasian",1,1,"No","No","No","Yes",2
6996,"Male",49,"Hispanic",4,5,"Yes","No","Yes","Yes",5
6996,"Male",49,"Hispanic",4,5,"Yes","No","Yes","Yes",5
70000,"Male",28,"Asian",1,1,"No","Yes","Yes","No",2
561640,"Female",57,"Caucasian",1,1,"No","No","No","No",1
561640,"Female",57,"Caucasian",1,1,"No","No","No","No",1
561640,"Female",57,"Caucasian",1,1,"No","No","No","No",1
92000,"Male",33,"Caucasian",1,1,"No","No","No","No",1
182000,"Male",43,"Caucasian",1,1,"Yes","No","No","No",2
182000,"Male",43,"Caucasian",1,1,"Yes","No","No","No",2
41000,"Female",27,"Caucasian",2,1,"No","No","Yes","Yes",3
608640,"Male",44,"Caucasian",2,1,"No","No","No","No",1
608640,"Male",44,"Caucasian",2,1,"No","No","No","No",1
12000,"Male",85,"Caucasian",5,1,"No","No","No","No",1
9999999,"Male",22,"Caucasian",1,1,"No","No","No","No",2
9999999,"Male",22,"Caucasian",1,1,"No","No","No","No",2
38122,"Male",72,"Hispanic",4,1,"No","No","No","No",1
38122,"Male",72,"Hispanic",4,1,"No","No","No","No",1
38122,"Male",72,"Hispanic",4,1,"No","No","No","No",1
38122,"Male",72,"Hispanic",4,1,"No","No","No","No",1
18600,"Female",46,"Asian",1,1,"No","Yes","No","No",3
18600,"Female",46,"Asian",1,1,"No","Yes","No","No",3
155000,"Female",43,"Caucasian",3,3,"No","No","No","No",2
8052,"Male",55,"Hispanic",4,1,"Yes","No","No","Yes",3
621640,"Male",62,"Caucasian",1,2,"No","No","No","No",2
621640,"Male",62,"Caucasian",1,2,"No","No","No","No",2
85000,"Male",61,"Caucasian",2,4,"No","No","No","Yes",3
63000,"Male",23,"Hispanic",2,1,"No","No","No","No",1
63000,"Male",23,"Hispanic",2,1,"No","No","No","No",1
22560,"Male",69,"Caucasian",1,4,"No","No","Yes","Yes",0
74000,"Female",73,"Hispanic",2,1,"No","No","No","No",2
74000,"Female",73,"Hispanic",2,1,"No","No","No","No",2
150000,"Male",39,"Caucasian",2,2,"No","No","No","No",3
150000,"Male",39,"Caucasian",2,2,"No","No","No","No",3
25000,"Female",61,"Caucasian",1,1,"No","No","Yes","No",1
114000,"Female",25,"Asian",2,1,"No","No","No","No",2
114000,"Female",25,"Asian",2,1,"No","No","No","No",2
30000,"Female",52,"Hispanic",4,1,"Yes","No","No","Yes",4
81000,"Female",56,"Hispanic",1,1,"No","No","No","No",1
81000,"Female",56,"Hispanic",1,1,"No","No","No","No",1
52956,"Female",62,"Hispanic",4,4,"Yes","No","No","No",5
52956,"Female",62,"Hispanic",4,4,"Yes","No","No","No",5
52956,"Female",62,"Hispanic",4,4,"Yes","No","No","No",5
52956,"Female",62,"Hispanic",4,4,"Yes","No","No","No",5
52956,"Female",62,"Hispanic",4,4,"Yes","No","No","No",5
28380,"Male",53,"Hispanic",3,5,"Yes","No","No","Yes",4
28380,"Male",53,"Hispanic",3,5,"Yes","No","No","Yes",4
536640,"Female",57,"Caucasian",2,1,"No","No","No","No",1
9999999,"Male",22,"Caucasian",1,1,"No","No","No","No",1
9999999,"Male",22,"Caucasian",1,1,"No","No","No","No",1
17156,"Male",45,"African-American",3,5,"No","No","No","Yes",4
24000,"Male",64,"African-American",3,3,"No","No","Yes","No",2
29000,"Male",46,"Hispanic",3,1,"No","No","Yes","Yes",3
29000,"Male",46,"Hispanic",3,1,"No","No","Yes","Yes",3
86680,"Male",44,"Hispanic",5,1,"Yes","Yes","Yes","No",6
86680,"Male",44,"Hispanic",5,1,"Yes","Yes","Yes","No",6
86680,"Male",44,"Hispanic",5,1,"Yes","Yes","Yes","No",6
86680,"Male",44,"Hispanic",5,1,"Yes","Yes","Yes","No",6
8064,"Male",72,"Hispanic",3,1,"Yes","Yes","No","No",3
41000,"Male",74,"African-American",2,1,"No","No","No","No",1
41000,"Male",74,"African-American",2,1,"No","No","No","No",1
115000,"Female",39,"Caucasian",3,1,"No","No","No","No",1
115000,"Female",39,"Caucasian",3,1,"No","No","No","No",1
27000,"Male",76,"Caucasian",1,1,"No","No","No","No",1
80000,"Female",25,"Caucasian",1,1,"No","No","No","No",0
72000,"Female",35,"Caucasian",1,1,"No","No","No","No",1
2200,"Female",38,"Caucasian",2,1,"No","No","No","No",1
28000,"Female",75,"Caucasian",3,1,"No","No","No","No",1
28000,"Female",75,"Caucasian",3,1,"No","No","No","No",1
35000,"Male",27,"African-American",1,2,"Yes","No","No","No",3
35000,"Male",27,"African-American",1,2,"Yes","No","No","No",3
17772,"Male",62,"African-American",2,1,"No","No","No","No",1
90000,"Female",29,"Caucasian",3,5,"No","No","No","No",3
90000,"Female",29,"Caucasian",3,5,"No","No","No","No",3
34200,"Male",76,"Hispanic",4,3,"Yes","No","Yes","No",5
34200,"Male",76,"Hispanic",4,3,"Yes","No","Yes","No",5
42000,"Male",68,"Asian",3,1,"No","No","No","No",2
42000,"Male",68,"Asian",3,1,"No","No","No","No",2
42000,"Male",68,"Asian",3,1,"No","No","No","No",2
110000,"Male",30,"Asian",3,1,"No","No","No","No",2
110000,"Male",30,"Asian",3,1,"No","No","No","No",2
7200,"Female",87,"Hispanic",5,2,"No","No","Yes","No",3
32000,"Female",52,"Hispanic",5,1,"No","No","No","Yes",4
32000,"Female",52,"Hispanic",5,1,"No","No","No","Yes",4
90200,"Male",63,"Caucasian",1,1,"No","No","Yes","Yes",4
64000,"Female",50,"Caucasian",2,5,"No","Yes","Yes","Yes",6
64000,"Female",50,"Caucasian",2,5,"No","Yes","Yes","Yes",6
45000,"Male",47,"Caucasian",3,2,"No","No","Yes","Yes",6
90000,"Male",29,"Caucasian",1,1,"No","No","No","No",1
739340,"Female",32,"Caucasian",2,1,"No","No","No","Yes",2
739340,"Female",32,"Caucasian",2,1,"No","No","No","Yes",2
12000,"Male",50,"Hispanic",4,1,"No","No","No","No",1
12000,"Male",50,"Hispanic",4,1,"No","No","No","No",1
45000,"Male",28,"Asian",3,3,"No","No","Yes","No",3
7500,"Female",50,"Caucasian",4,1,"No","No","No","No",1
7500,"Female",50,"Caucasian",4,1,"No","No","No","No",1
21600,"Female",32,"Asian",2,1,"No","No","No","No",1
21600,"Female",32,"Asian",2,1,"No","No","No","No",1
120200,"Male",36,"Caucasian",1,1,"No","No","Yes","No",1
42000,"Male",45,"Caucasian",3,1,"No","No","Yes","Yes",2
1200,"Male",22,"Caucasian",2,1,"No","No","No","No",1
1200,"Male",22,"Caucasian",2,1,"No","No","No","No",1
107000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
107000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
8900,"Male",62,"Hispanic",5,1,"No","No","No","No",1
12024,"Male",65,"Asian",4,1,"No","No","No","No",1
12024,"Male",65,"Asian",4,1,"No","No","No","No",1
112000,"Male",32,"Caucasian",1,5,"No","Yes","Yes","Yes",6
112000,"Male",32,"Caucasian",1,5,"No","Yes","Yes","Yes",6
1300571,"Female",43,"Caucasian",2,1,"No","No","No","Yes",2
1300571,"Female",43,"Caucasian",2,1,"No","No","No","Yes",2
7972,"Female",46,"Caucasian",3,3,"No","No","No","No",2
12600,"Male",43,"Caucasian",2,1,"No","No","No","No",1
24800,"Male",25,"Hispanic",1,1,"No","No","No","No",1
572640,"Male",57,"Caucasian",1,1,"No","No","No","No",1
572640,"Male",57,"Caucasian",1,1,"No","No","No","No",1
18000,"Female",44,"Hispanic",4,1,"No","No","No","No",1
18000,"Female",44,"Hispanic",4,1,"No","No","No","No",1
23984,"Male",68,"Hispanic",3,1,"No","No","No","No",1
200000,"Female",33,"Other",3,4,"No","No","No","No",2
200000,"Female",33,"Other",3,4,"No","No","No","No",2
24000,"Male",29,"Caucasian",3,4,"No","Yes","Yes","No",5
10920,"Male",75,"Caucasian",2,3,"No","Yes","Yes","Yes",6
12000,"Male",47,"Hispanic",4,1,"No","No","No","No",1
85500,"Female",52,"Caucasian",1,3,"Yes","No","Yes","Yes",6
45000,"Male",58,"Caucasian",3,1,"No","Yes","Yes","No",2
45000,"Male",58,"Caucasian",3,1,"No","Yes","Yes","No",2
238000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
238000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
27790,"Male",65,"Hispanic",3,2,"No","No","No","No",3
96000,"Male",62,"Caucasian",1,1,"No","No","Yes","No",1
31680,"Male",90,"Caucasian",2,1,"No","No","No","No",1
78000,"Male",68,"Caucasian",3,1,"No","No","No","No",1
47000,"Female",57,"Hispanic",3,5,"Yes","Yes","Yes","Yes",5
47000,"Female",57,"Hispanic",3,5,"Yes","Yes","Yes","Yes",5
47000,"Female",57,"Hispanic",3,5,"Yes","Yes","Yes","Yes",5
15000,"Male",37,"African-American",3,1,"No","No","Yes","Yes",4
13000,"Female",44,"Caucasian",3,4,"Yes","Yes","Yes","Yes",7
29328,"Female",74,"Caucasian",4,1,"No","No","No","No",2
180000,"Male",48,"Caucasian",2,1,"No","No","No","No",1
37000,"Female",51,"African-American",5,5,"No","No","Yes","Yes",5
37000,"Female",51,"African-American",5,5,"No","No","Yes","Yes",5
37000,"Female",51,"African-American",5,5,"No","No","Yes","Yes",5
250000,"Male",39,"Caucasian",2,1,"No","No","No","Yes",2
250000,"Male",39,"Caucasian",2,1,"No","No","No","Yes",2
65000,"Male",38,"Caucasian",1,1,"No","No","No","No",0
100000,"Female",25,"Caucasian",2,1,"No","No","No","No",1
100000,"Female",25,"Caucasian",2,1,"No","No","No","No",1
9060,"Male",78,"African-American",5,1,"No","No","No","No",1
150000,"Female",32,"Caucasian",2,1,"No","No","No","No",2
150000,"Female",32,"Caucasian",2,1,"No","No","No","No",2
13490,"Male",90,"Caucasian",3,2,"No","No","Yes","Yes",5
7034,"Male",68,"Hispanic",4,1,"Yes","No","No","Yes",4
27238,"Female",50,"African-American",2,1,"No","No","No","No",1
45000,"Female",51,"Caucasian",6,3,"Yes","No","No","No",3
120000,"Male",30,"Caucasian",1,1,"No","No","No","No",1
167000,"Male",50,"Caucasian",1,1,"No","No","No","Yes",2
33500,"Male",27,"African-American",1,1,"Yes","No","No","No",2
42000,"Female",35,"Asian",2,5,"Yes","No","No","No",0
